Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acquisition_axis_0_st_curr[3:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_in_tdata[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_in_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_cntr[16:0],i_system_wrapper/system_i/acquisition_axis_0_raw_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_raw_data_valid,i_system_wrapper/system_i/acquisition_axis_0_sincos_valid,i_system_wrapper/system_i/acquisition_axis_0_sincos_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_phase_count[31:0],i_system_wrapper/system_i/acquisition_axis_0_carr_mix,i_system_wrapper/system_i/acquisition_axis_0_config_xfft_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_config_xfft_valid,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_next,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_curr,i_system_wrapper/system_i/acquisition_axis_0_st_fft_next[2:0],i_system_wrapper/system_i/acquisition_axis_0_st_fft_curr[2:0],i_system_wrapper/system_i/acquisition_axis_0_switch_position,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tdata[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tlast,i_system_wrapper/system_i/acquisition_axis_0_event_frame_started,i_system_wrapper/system_i/acq_stop_slice_Dout,i_system_wrapper/system_i/acquisition_axis_0_xfft_tvalid1,i_system_wrapper/system_i/acquisition_axis_0_o_acq_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_valid,i_system_wrapper/system_i/acquisition_axis_0_second_peak_last,i_system_wrapper/system_i/acquisition_axis_0_max_peak[15:0],i_system_wrapper/system_i/acquisition_axis_0_max_index_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_data[31:0],i_system_wrapper/system_i/acquisition_axis_0_second_peak[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_index[15:0],i_system_wrapper/system_i/acq_exclude_limit_slice_Dout[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_index[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX
6377,6377,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0b53f201,0,0,0,1,0,1,0,13d0,0,0b53f201,000013d0,2061,4,08ea
6378,6378,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,09a5ed99,0,0,0,1,0,1,0,13d0,0,09a5ed99,000013d0,2061,4,08eb
6379,6379,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0994ec05,0,0,0,1,0,1,0,13d0,0,0994ec05,000013d0,2061,4,08ec
6380,6380,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,08caf00f,0,0,0,1,0,1,0,13d0,0,08caf00f,000013d0,2061,4,08ed
6381,6381,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,07fcede6,0,0,0,1,0,1,0,13d0,0,07fcede6,000013d0,2061,4,08ee
6382,6382,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,06bdea27,0,0,0,1,0,1,0,13d0,0,06bdea27,000013d0,2061,4,08ef
6383,6383,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,08ccefc3,0,0,0,1,0,1,0,13d0,0,08ccefc3,000013d0,2061,4,08f0
6384,6384,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0a04f3b8,0,0,0,1,0,1,0,13d0,0,0a04f3b8,000013d0,2061,4,08f1
6385,6385,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,06e0f0cc,0,0,0,1,0,1,0,13d0,0,06e0f0cc,000013d0,2061,4,08f2
6386,6386,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0315edd5,0,0,0,1,0,1,0,13d0,0,0315edd5,000013d0,2061,4,08f3
6387,6387,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0923edee,0,0,0,1,0,1,0,13d0,0,0923edee,000013d0,2061,4,08f4
6388,6388,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0d13ee51,0,0,0,1,0,1,0,13d0,0,0d13ee51,000013d0,2061,4,08f5
6389,6389,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0b2df013,0,0,0,1,0,1,0,13d0,0,0b2df013,000013d0,2061,4,08f6
6390,6390,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0edcf14c,0,0,0,1,0,1,0,13d0,0,0edcf14c,000013d0,2061,4,08f7
6391,6391,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0c2cedab,0,0,0,1,0,1,0,13d0,0,0c2cedab,000013d0,2061,4,08f8
6392,6392,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0c4dec0f,0,0,0,1,0,1,0,13d0,0,0c4dec0f,000013d0,2061,4,08f9
6393,6393,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0a53ec49,0,0,0,1,0,1,0,13d0,0,0a53ec49,000013d0,2061,4,08fa
6394,6394,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0547efd9,0,0,0,1,0,1,0,13d0,0,0547efd9,000013d0,2061,4,08fb
6395,6395,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,077feced,0,0,0,1,0,1,0,13d0,0,077feced,000013d0,2061,4,08fc
6396,6396,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0a82e9d7,0,0,0,1,0,1,0,13d0,0,0a82e9d7,000013d0,2061,4,08fd
6397,6397,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0a61ec34,0,0,0,1,0,1,0,13d0,0,0a61ec34,000013d0,2061,4,08fe
6398,6398,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,09d8ed6d,0,0,0,1,0,1,0,13d0,0,09d8ed6d,000013d0,2061,4,08ff
6399,6399,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0939ed72,0,0,0,1,0,1,0,13d0,0,0939ed72,000013d0,2061,4,0900
6400,6400,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0669e867,0,0,0,1,0,1,0,13d0,0,0669e867,000013d0,2061,4,0901
6401,6401,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,05a0e673,0,0,0,1,0,1,0,13d0,0,05a0e673,000013d0,2061,4,0902
6402,6402,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0566ea37,0,0,0,1,0,1,0,13d0,0,0566ea37,000013d0,2061,4,0903
6403,6403,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0593eb7c,0,0,0,1,0,1,0,13d0,0,0593eb7c,000013d0,2061,4,0904
6404,6404,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,054ce7ea,0,0,0,1,0,1,0,13d0,0,054ce7ea,000013d0,2061,4,0905
6405,6405,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,01dee9fd,0,0,0,1,0,1,0,13d0,0,01dee9fd,000013d0,2061,4,0906
6406,6406,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,feebeb95,0,0,0,1,0,1,0,13d0,0,feebeb95,000013d0,2061,4,0907
6407,6407,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0031eb08,0,0,0,1,0,1,0,13d0,0,0031eb08,000013d0,2061,4,0908
6408,6408,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,004ceb6a,0,0,0,1,0,1,0,13d0,0,004ceb6a,000013d0,2061,4,0909
6409,6409,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,026ce97b,0,0,0,1,0,1,0,13d0,0,026ce97b,000013d0,2061,4,090a
6410,6410,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,085cebda,0,0,0,1,0,1,0,13d0,0,085cebda,000013d0,2061,4,090b
6411,6411,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0407eaa0,0,0,0,1,0,1,0,13d0,0,0407eaa0,000013d0,2061,4,090c
6412,6412,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fe58e970,0,0,0,1,0,1,0,13d0,0,fe58e970,000013d0,2061,4,090d
6413,6413,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fdb0eba7,0,0,0,1,0,1,0,13d0,0,fdb0eba7,000013d0,2061,4,090e
6414,6414,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fb71ed4c,0,0,0,1,0,1,0,13d0,0,fb71ed4c,000013d0,2061,4,090f
6415,6415,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f9b1ecc6,0,0,0,1,0,1,0,13d0,0,f9b1ecc6,000013d0,2061,4,0910
6416,6416,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fbe9ea51,0,0,0,1,0,1,0,13d0,0,fbe9ea51,000013d0,2061,4,0911
6417,6417,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fde8e8c7,0,0,0,1,0,1,0,13d0,0,fde8e8c7,000013d0,2061,4,0912
6418,6418,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fbd9e78f,0,0,0,1,0,1,0,13d0,0,fbd9e78f,000013d0,2061,4,0913
6419,6419,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fcc1e7b5,0,0,0,1,0,1,0,13d0,0,fcc1e7b5,000013d0,2061,4,0914
6420,6420,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ff78e612,0,0,0,1,0,1,0,13d0,0,ff78e612,000013d0,2061,4,0915
6421,6421,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,0182e6ee,0,0,0,1,0,1,0,13d0,0,0182e6ee,000013d0,2061,4,0916
6422,6422,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,03dae971,0,0,0,1,0,1,0,13d0,0,03dae971,000013d0,2061,4,0917
6423,6423,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,03b5eb41,0,0,0,1,0,1,0,13d0,0,03b5eb41,000013d0,2061,4,0918
6424,6424,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,01a1eb77,0,0,0,1,0,1,0,13d0,0,01a1eb77,000013d0,2061,4,0919
6425,6425,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fdfeeca7,0,0,0,1,0,1,0,13d0,0,fdfeeca7,000013d0,2061,4,091a
6426,6426,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,00fbeebd,0,0,0,1,0,1,0,13d0,0,00fbeebd,000013d0,2061,4,091b
6427,6427,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,00e2ea7c,0,0,0,1,0,1,0,13d0,0,00e2ea7c,000013d0,2061,4,091c
6428,6428,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ffb0e755,0,0,0,1,0,1,0,13d0,0,ffb0e755,000013d0,2061,4,091d
6429,6429,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fd33e949,0,0,0,1,0,1,0,13d0,0,fd33e949,000013d0,2061,4,091e
6430,6430,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f90cec7e,0,0,0,1,0,1,0,13d0,0,f90cec7e,000013d0,2061,4,091f
6431,6431,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f7b7ed18,0,0,0,1,0,1,0,13d0,0,f7b7ed18,000013d0,2061,4,0920
6432,6432,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f531ec6d,0,0,0,1,0,1,0,13d0,0,f531ec6d,000013d0,2061,4,0921
6433,6433,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f331ed73,0,0,0,1,0,1,0,13d0,0,f331ed73,000013d0,2061,4,0922
6434,6434,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f4a1edbe,0,0,0,1,0,1,0,13d0,0,f4a1edbe,000013d0,2061,4,0923
6435,6435,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f9c0ec02,0,0,0,1,0,1,0,13d0,0,f9c0ec02,000013d0,2061,4,0924
6436,6436,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f83cec8e,0,0,0,1,0,1,0,13d0,0,f83cec8e,000013d0,2061,4,0925
6437,6437,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f713e863,0,0,0,1,0,1,0,13d0,0,f713e863,000013d0,2061,4,0926
6438,6438,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fbd2e6e9,0,0,0,1,0,1,0,13d0,0,fbd2e6e9,000013d0,2061,4,0927
6439,6439,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,fa4fe9cc,0,0,0,1,0,1,0,13d0,0,fa4fe9cc,000013d0,2061,4,0928
6440,6440,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f942e856,0,0,0,1,0,1,0,13d0,0,f942e856,000013d0,2061,4,0929
6441,6441,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,facceb7f,0,0,0,1,0,1,0,13d0,0,facceb7f,000013d0,2061,4,092a
6442,6442,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f8deeca2,0,0,0,1,0,1,0,13d0,0,f8deeca2,000013d0,2061,4,092b
6443,6443,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f665eca3,0,0,0,1,0,1,0,13d0,0,f665eca3,000013d0,2061,4,092c
6444,6444,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f3bcefe4,0,0,0,1,0,1,0,13d0,0,f3bcefe4,000013d0,2061,4,092d
6445,6445,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f232edfa,0,0,0,1,0,1,0,13d0,0,f232edfa,000013d0,2061,4,092e
6446,6446,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f259ebf5,0,0,0,1,0,1,0,13d0,0,f259ebf5,000013d0,2061,4,092f
6447,6447,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f0afebeb,0,0,0,1,0,1,0,13d0,0,f0afebeb,000013d0,2061,4,0930
6448,6448,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f013ea91,0,0,0,1,0,1,0,13d0,0,f013ea91,000013d0,2061,4,0931
6449,6449,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f1f4eb9b,0,0,0,1,0,1,0,13d0,0,f1f4eb9b,000013d0,2061,4,0932
6450,6450,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f3b7e7b3,0,0,0,1,0,1,0,13d0,0,f3b7e7b3,000013d0,2061,4,0933
6451,6451,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f1f5eac8,0,0,0,1,0,1,0,13d0,0,f1f5eac8,000013d0,2061,4,0934
6452,6452,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f03ef08f,0,0,0,1,0,1,0,13d0,0,f03ef08f,000013d0,2061,4,0935
6453,6453,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f3f8ef0f,0,0,0,1,0,1,0,13d0,0,f3f8ef0f,000013d0,2061,4,0936
6454,6454,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f519f00f,0,0,0,1,0,1,0,13d0,0,f519f00f,000013d0,2061,4,0937
6455,6455,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f607ecb9,0,0,0,1,0,1,0,13d0,0,f607ecb9,000013d0,2061,4,0938
6456,6456,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f6d1eb9a,0,0,0,1,0,1,0,13d0,0,f6d1eb9a,000013d0,2061,4,0939
6457,6457,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f2ffebd0,0,0,0,1,0,1,0,13d0,0,f2ffebd0,000013d0,2061,4,093a
6458,6458,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f31fe741,0,0,0,1,0,1,0,13d0,0,f31fe741,000013d0,2061,4,093b
6459,6459,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f393e992,0,0,0,1,0,1,0,13d0,0,f393e992,000013d0,2061,4,093c
6460,6460,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f1ebee26,0,0,0,1,0,1,0,13d0,0,f1ebee26,000013d0,2061,4,093d
6461,6461,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f142f13c,0,0,0,1,0,1,0,13d0,0,f142f13c,000013d0,2061,4,093e
6462,6462,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ee25ee3c,0,0,0,1,0,1,0,13d0,0,ee25ee3c,000013d0,2061,4,093f
6463,6463,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ec1ced25,0,0,0,1,0,1,0,13d0,0,ec1ced25,000013d0,2061,4,0940
6464,6464,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ef62f18d,0,0,0,1,0,1,0,13d0,0,ef62f18d,000013d0,2061,4,0941
6465,6465,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,efa8efcf,0,0,0,1,0,1,0,13d0,0,efa8efcf,000013d0,2061,4,0942
6466,6466,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ee61f312,0,0,0,1,0,1,0,13d0,0,ee61f312,000013d0,2061,4,0943
6467,6467,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ef88f362,0,0,0,1,0,1,0,13d0,0,ef88f362,000013d0,2061,4,0944
6468,6468,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ef77f25f,0,0,0,1,0,1,0,13d0,0,ef77f25f,000013d0,2061,4,0945
6469,6469,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,effdf0b5,0,0,0,1,0,1,0,13d0,0,effdf0b5,000013d0,2061,4,0946
6470,6470,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f339eef5,0,0,0,1,0,1,0,13d0,0,f339eef5,000013d0,2061,4,0947
6471,6471,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f260efa9,0,0,0,1,0,1,0,13d0,0,f260efa9,000013d0,2061,4,0948
6472,6472,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,eda3edb9,0,0,0,1,0,1,0,13d0,0,eda3edb9,000013d0,2061,4,0949
6473,6473,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ecf5ef3d,0,0,0,1,0,1,0,13d0,0,ecf5ef3d,000013d0,2061,4,094a
6474,6474,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f088efdc,0,0,0,1,0,1,0,13d0,0,f088efdc,000013d0,2061,4,094b
6475,6475,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f09fefba,0,0,0,1,0,1,0,13d0,0,f09fefba,000013d0,2061,4,094c
6476,6476,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ed4bef1d,0,0,0,1,0,1,0,13d0,0,ed4bef1d,000013d0,2061,4,094d
6477,6477,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ea7af138,0,0,0,1,0,1,0,13d0,0,ea7af138,000013d0,2061,4,094e
6478,6478,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ea0bf3dd,0,0,0,1,0,1,0,13d0,0,ea0bf3dd,000013d0,2061,4,094f
6479,6479,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ee33f1d1,0,0,0,1,0,1,0,13d0,0,ee33f1d1,000013d0,2061,4,0950
6480,6480,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f024ee77,0,0,0,1,0,1,0,13d0,0,f024ee77,000013d0,2061,4,0951
6481,6481,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f121eee0,0,0,0,1,0,1,0,13d0,0,f121eee0,000013d0,2061,4,0952
6482,6482,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f3e9eed8,0,0,0,1,0,1,0,13d0,0,f3e9eed8,000013d0,2061,4,0953
6483,6483,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ecc8ef03,0,0,0,1,0,1,0,13d0,0,ecc8ef03,000013d0,2061,4,0954
6484,6484,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,e74af1f4,0,0,0,1,0,1,0,13d0,0,e74af1f4,000013d0,2061,4,0955
6485,6485,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,e902f152,0,0,0,1,0,1,0,13d0,0,e902f152,000013d0,2061,4,0956
6486,6486,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,e77af431,0,0,0,1,0,1,0,13d0,0,e77af431,000013d0,2061,4,0957
6487,6487,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,e7daf75b,0,0,0,1,0,1,0,13d0,0,e7daf75b,000013d0,2061,4,0958
6488,6488,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,e6eaf4e3,0,0,0,1,0,1,0,13d0,0,e6eaf4e3,000013d0,2061,4,0959
6489,6489,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,e8daf6a1,0,0,0,1,0,1,0,13d0,0,e8daf6a1,000013d0,2061,4,095a
6490,6490,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ed96f3ff,0,0,0,1,0,1,0,13d0,0,ed96f3ff,000013d0,2061,4,095b
6491,6491,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,eca0f547,0,0,0,1,0,1,0,13d0,0,eca0f547,000013d0,2061,4,095c
6492,6492,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ebf3fa1a,0,0,0,1,0,1,0,13d0,0,ebf3fa1a,000013d0,2061,4,095d
6493,6493,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ec61f6a1,0,0,0,1,0,1,0,13d0,0,ec61f6a1,000013d0,2061,4,095e
6494,6494,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,ed27f5be,0,0,0,1,0,1,0,13d0,0,ed27f5be,000013d0,2061,4,095f
6495,6495,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,eec1f761,0,0,0,1,0,1,0,13d0,0,eec1f761,000013d0,2061,4,0960
6496,6496,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f24efade,0,0,0,1,0,1,0,13d0,0,f24efade,000013d0,2061,4,0961
6497,6497,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,1,f1e7fb9b,0,0,0,1,0,1,0,13d0,0,f1e7fb9b,000013d0,2061,4,0962
