Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acquisition_axis_0_st_curr[3:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_in_tdata[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_in_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_cntr[16:0],i_system_wrapper/system_i/acquisition_axis_0_raw_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_raw_data_valid,i_system_wrapper/system_i/acquisition_axis_0_sincos_valid,i_system_wrapper/system_i/acquisition_axis_0_sincos_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_phase_count[31:0],i_system_wrapper/system_i/acquisition_axis_0_carr_mix,i_system_wrapper/system_i/acquisition_axis_0_config_xfft_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_config_xfft_valid,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_next,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_curr,i_system_wrapper/system_i/acquisition_axis_0_st_fft_next[2:0],i_system_wrapper/system_i/acquisition_axis_0_st_fft_curr[2:0],i_system_wrapper/system_i/acquisition_axis_0_switch_position,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tdata[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tlast,i_system_wrapper/system_i/acquisition_axis_0_event_frame_started,i_system_wrapper/system_i/acq_stop_slice_Dout,i_system_wrapper/system_i/acquisition_axis_0_xfft_tvalid1,i_system_wrapper/system_i/acquisition_axis_0_o_acq_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_valid,i_system_wrapper/system_i/acquisition_axis_0_second_peak_last,i_system_wrapper/system_i/acquisition_axis_0_max_peak[15:0],i_system_wrapper/system_i/acquisition_axis_0_max_index_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_data[31:0],i_system_wrapper/system_i/acquisition_axis_0_second_peak[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_index[15:0],i_system_wrapper/system_i/acq_exclude_limit_slice_Dout[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_index[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX
14858,14858,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14859,14859,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14860,14860,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14861,14861,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14862,14862,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14863,14863,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14864,14864,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14865,14865,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14866,14866,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14867,14867,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14868,14868,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14869,14869,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14870,14870,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14871,14871,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14872,14872,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14873,14873,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14874,14874,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14875,14875,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14876,14876,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14877,14877,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14878,14878,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14879,14879,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14880,14880,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14881,14881,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14882,14882,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14883,14883,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14884,14884,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14885,14885,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14886,14886,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14887,14887,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14888,14888,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14889,14889,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14890,14890,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14891,14891,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14892,14892,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14893,14893,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14894,14894,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14895,14895,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14896,14896,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14897,14897,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14898,14898,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14899,14899,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14900,14900,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14901,14901,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14902,14902,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14903,14903,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14904,14904,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14905,14905,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14906,14906,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14907,14907,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14908,14908,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14909,14909,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14910,14910,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14911,14911,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14912,14912,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14913,14913,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14914,14914,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14915,14915,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14916,14916,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14917,14917,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14918,14918,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14919,14919,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14920,14920,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14921,14921,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14922,14922,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14923,14923,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14924,14924,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14925,14925,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14926,14926,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14927,14927,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14928,14928,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14929,14929,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14930,14930,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14931,14931,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14932,14932,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14933,14933,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14934,14934,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14935,14935,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14936,14936,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14937,14937,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14938,14938,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14939,14939,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14940,14940,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14941,14941,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14942,14942,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14943,14943,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14944,14944,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14945,14945,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14946,14946,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14947,14947,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14948,14948,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14949,14949,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14950,14950,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14951,14951,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14952,14952,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14953,14953,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14954,14954,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14955,14955,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14956,14956,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14957,14957,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14958,14958,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14959,14959,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14960,14960,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14961,14961,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14962,14962,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14963,14963,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14964,14964,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14965,14965,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14966,14966,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14967,14967,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14968,14968,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14969,14969,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14970,14970,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14971,14971,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14972,14972,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14973,14973,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14974,14974,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14975,14975,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14976,14976,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14977,14977,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14978,14978,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14979,14979,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
14980,14980,0,3,00000000,0,01000,0000,1,0,0140,00000000,0,000c,0,1,1,"ST_IFFT",3,0,0,e97a0564,0,0,0,0,0,0,0,0000,0,e97a0564,00000000,0,4,0ff0
